Force,Displacement
0.0,-0.0
128.80000000000004,0.023987862027774573
257.6000000000001,0.04789083627529028
386.4000000000002,0.07166549466439748
515.2000000000002,0.09527670732808187
644.0000000000002,0.11866016921423377
772.8000000000003,0.14175846243330076
901.6000000000003,0.16459236496052906
1030.4000000000003,0.18724362228157143
1159.2000000000003,0.20963426199484636
1288.0000000000002,0.2317252070242449
1416.8000000000004,0.2529721937142273
1545.6000000000006,0.2722212756256254
1674.4000000000005,0.2898508303010719
1803.2000000000007,0.305819093974073
1932.000000000001,0.32035935941632565
2060.800000000001,0.3328667706286089
2189.6000000000013,0.34197994591325565
2318.4000000000015,0.3488986100161281
